,show_id,cluster_id,x,y,z,sentence
31,4680,4,4.806778,-0.9119126,4.5696774,"It can be a place to leave your puppy when you take a trip, or a carrier for him that fits under an airplane seat"
32,4680,8,-1.1175877,-3.9847262,-7.8574314,"He's considered the author of the Pentateuch, which is hard to believe, as Deuteronomy continues after his death"
33,4680,10,-3.7342024,-2.180364,2.496957,"Steven Tyler of this band lent his steamin' vocals to ""Train Kept A-Rollin'"", first popularized by the Yardbirds"
34,4680,8,-3.6094985,-1.0451603,-8.751449,Around 100 A.D. Tacitus wrote a book on how this art of persuasive speaking had declined since Cicero
35,4680,19,-4.157353,3.5787523,-2.268083,1 of the 2 born in Vermont
36,4680,12,-1.0669903,4.0158086,-5.3091097,"When it began on Pan Am & Qantas in the late '70s, it was basically a roped-off part of the economy cabin with free drinks"
37,4680,8,-2.7873325,0.2345373,-8.010419,"Ali, who married this man's daughter Fatima, is considered by Shia Muslims to be his true successor"
38,4680,10,-3.9874103,-0.76444465,0.9415307,"During the 1954-1955 Sun sessions, Elvis climbed aboard this train ""sixteen coaches long"""
39,4680,1,12.215889,1.9422176,1.5699505,"The shorter glass seen <a href=""http://www.j-archive.com/media/2004-12-31_DJ_12.jpg"" target=""_blank"">here</a>, or a quaint cocktail made with sugar & bitters"
40,4680,1,14.881634,0.008075771,0.97126245,"<a href=""http://www.j-archive.com/media/2004-12-31_DJ_26.mp3"">Ripped from today's headlines, he was a turtle king gone mad; Mack was the one good turtle who'd bring him down</a>"
41,4680,16,-1.0421234,3.8430874,-6.73556,"In 2003 this airline agreed to buy KLM, creating Europe's largest airline"
42,4680,8,-7.174246,-2.2208982,0.09258143,Philadelphia got its start as a colony for this religious group of which William Penn was a member
43,4680,10,-3.2214806,-3.90351,3.2993317,"This ""Modern Girl"" first hit the Billboard Top 10 with ""Morning Train (Nine To Five)"""
44,4680,0,5.55749,-2.9503462,1.0204875,"This stiff silken fabric is favored for bridal gowns, like Christina Applegate's in 2001"
45,4680,1,14.881634,0.008075771,0.97126245,"<a href=""http://www.j-archive.com/media/2004-12-31_DJ_25.mp3"">Somewhere between truth & fiction lies Marco's reality... on Halloween, you won't believe you saw it on this St.</a>"
46,4680,17,-0.82563764,2.7668207,-6.2023945,In 2004 United launched this new service that features low fares & more seats per plane
47,4680,8,-5.347808,-0.6714088,-7.0486593,With Mary I's accession in 1553 he ran to Geneva; he returned in 1559 & reformed the Church of Scotland
48,4680,10,-3.9233146,-2.4121816,2.2375531,"This band's ""Train In Vain"" was a hidden track on its original 1979 ""London Calling"" album"
49,4680,6,8.434526,0.7371218,-0.45454797,"Cross-country skiing is sometimes referred to by these 2 letters, the same ones used to denote 90 in Roman numerals"
50,4680,1,14.881634,0.008075771,0.97126245,"<a href=""http://www.j-archive.com/media/2004-12-31_DJ_24.mp3"">""500 Hats""... 500 ways to die.  On July 4th, this young boy will defy a king... & become a legend</a>"
51,4680,18,3.3095226,2.9460647,-0.21178362,"In the seat pocket you'll find the catalog called ""Sky"" this, with must-haves like a solar-powered patio umbrella"
52,4680,8,-7.790872,-3.5022004,-1.4988136,In 1534 he & his buddy Francis Xavier founded the Society of Jesus
53,4680,10,-3.963622,-0.77415156,0.92819315,"In 1961 James Brown announced ""all aboard"" for this train"
54,4680,2,-7.26703,3.3383024,1.2458665,This 1797 imbroglio began when 3 French agents demanded a huge bribe from U.S. diplomats
55,4680,11,6.5100346,5.530861,-1.7102407,Objects that pass closer to the sun than Mercury have been named for this mythological figure
56,5957,16,-10.467161,3.0297582,-2.6031358,It's the largest kingdom in the United Kingdom
57,5957,10,-3.9645355,-0.4661236,4.2440243,"""Party In The U.S.A."" is by this singer who also plays a young lady named Hannah"
58,5957,3,7.4764957,-2.3555768,4.2776093,"If this part of a peach is downy or fuzzy, the fruit's called a peach; if it's smooth, a nectarine"
59,5957,19,10.368564,3.147771,5.634041,4 x 12
60,5957,18,4.533138,1.7279838,2.824643,This verb for bouncing a basketball sounds like you're slobbering
61,5957,19,5.485397,-4.703737,-3.1687965,Blood pumper
62,5957,1,12.899121,-0.2088155,0.14254144,"(<a href=""http://www.j-archive.com/media/2010-07-06_J_22.wmv"">Tate: I'm Tate Shaffer aboard the <i>National Geographic Endeavour</i>.  Alex: And...</a>)  We're here in the Galapagos Islands at zero degrees latitude, which means we're right above this imaginary line that goes all the way around the Earth"
63,5957,10,-1.919945,-1.1770201,1.8315171,"""Everybody Else"" knows these huggable toys precede ""On Fire"" in the name of a Radio Disney top 30 band; do you?"
64,5957,3,-1.589316,-4.462127,7.875444,Peaches are more than 80% this compound
65,5957,19,10.365953,3.1467245,5.632635,7 x 7 x 2
66,5957,11,3.7064595,-4.109216,3.5284634,Sound navigation& ranging is the full name for this device that bounces radio waves underwater
67,5957,4,3.5689948,-2.1751792,1.8894498,"Small, slender missile thrown at a board in a game"
68,5957,0,-8.6774435,-2.3747225,-3.294874,"This island in the South Pacific is named for the day of its discovery, a religious holiday"
69,5957,10,4.1896076,1.6754354,-4.466814,"""The songs on 'Under My Skin' are...deeper than those on 'Let Go'"" said this Canadian on Radio Disney's website"
70,5957,6,6.579215,0.23687705,3.1027565,5-letter word for the hard interior of a peach
71,5957,19,10.365261,3.1454298,5.6321697,3 x 4 x 5 x 6
72,5957,4,4.232351,-5.105525,5.40222,"In this kid's game, you bounce a small rubber ball while picking up 6-pronged metal objects"
73,5957,4,4.839412,-0.38546836,4.7247844,It can be a separating line in your hair or a role in a play
74,5957,14,-11.773831,-0.468829,-3.8112648,Parts of the Arabian and Libyan deserts are found in this African country
75,5957,10,-2.6985881,-1.4112324,2.3649805,"""I Never Told You"" this alliteratively named singer hit Disney's Top 30 with ""Fallin' For You""; wait, I just did"
76,5957,13,7.639444,-3.569086,3.9078002,"These parts of a peach tree are glossy green, pointed & lance shaped"
77,5957,19,10.367255,3.1467786,5.633809,5 x 10 x 15
78,5957,4,5.607841,1.8527377,4.3907514,"It's a type of bounce house, or a dance made famous by Michael Jackson"
79,5957,4,7.2788053,1.3880341,3.74628,A graphic representation of information
80,5957,18,3.1884236,2.2294161,0.7751348,The family history you wrote for school might include entering the U.S. at this island in New York Bay
81,5957,10,-0.857189,4.2522316,-1.4462109,"Lead singer Ryan Tedder of this band has ""All The Right Moves"""
82,5957,4,7.6101155,-3.2788572,4.091367,These parts of a peach tree grow at nodes along the shoots of the previous season's growth; they're usually pink
83,5957,19,10.370705,3.1531672,5.6342196,"2 x 1,035"
84,5957,11,6.131038,-2.902444,1.4870946,"This device whose name is from the Italian for ""springboard"" was perfected in the 1930s"
85,5957,19,5.903491,-5.3444595,-2.8945866,Composer Wolfgang
86,5957,11,7.9130654,1.6740408,6.31294,99.95% of the mass of an atom is in this part
87,5957,15,0.38417277,7.008622,-4.7147164,"Park View of Chula Vista, California beat Taipei 6-3 to win this organization's 2009 World Series"
88,5957,17,-1.2748007,1.2539868,6.0053782,This hero of several books is 11 when he discovers he's a wizard
89,5957,1,11.99435,1.2416102,2.3265676,"Say the name of <a href=""http://www.j-archive.com/media/2010-07-06_DJ_26.jpg"" target=""_blank"">this</a> type of mollusk you see"
90,5957,0,-3.6956813,3.6366723,-7.177921,"A 7.0 magnitude earthquake in this Caribbean country Jan. 12, 2010 brought a world outpouring of aid"
91,5957,6,6.030311,0.055249773,-1.3174518,It's the 4-letter name of the pleated skirt worn by men in Scotland
92,5957,11,6.0909524,-0.35174498,7.4529147,"During this plant process, carbon dioxide & water combine with light energy to create oxygen & glucose"
93,5957,17,-3.241184,5.97159,-4.626923,The perfect waves of New Zealand's Piha Beach were the site for the 2010 World Junior Championships of this
94,5957,16,-8.484443,1.779487,-3.2093127,"This city, the seat of Clark County, Nevada, has been called ""the entertainment capital of the world"""
95,5957,1,13.186245,-0.12663592,-0.618697,"Say <a href=""http://www.j-archive.com/media/2010-07-06_DJ_27.jpg"" target=""_blank"">this</a> state that was admitted to the Union in 1859"
96,5957,17,0.5733478,1.2566266,-6.11701,This car company has been in the news for widespread recalls of its Corollas & other models
97,5957,6,8.514884,0.4008225,2.1201792,"As an adjective, it can mean proper; as a verb, ""to grade papers"""
98,5957,11,4.5043406,-5.2180834,2.9223707,The wedge is an adaptation of the simple machine called the inclined this
99,5957,15,-3.6936722,-5.1705246,3.773329,"With a mighty leap of 5'1"", David Mosely set the U.S. 10 & under record in this event back in 1977"
100,5957,1,14.906729,-0.013263957,0.9543333,"<a href=""http://www.j-archive.com/media/2010-07-06_DJ_14.jpg"" target=""_blank"">This dog breed seen here</a> is a loyal and protective companion"
101,5957,1,11.99435,1.2416102,2.3265676,"Say the name of <a href=""http://www.j-archive.com/media/2010-07-06_DJ_28.jpg"" target=""_blank"">this</a> bug; don't worry, it doesn't breathe fire"
102,5957,1,12.899121,-0.2088155,0.14254144,"(<a href=""http://www.j-archive.com/media/2010-07-06_DJ_21.wmv"">Jimmy of the Clue Crew demonstrates, putting his arm over his mouth.</a>) To avoid spreading germs & maybe flu, we learned the sneeze named for this character made famous in an 1897 book"
103,5957,6,7.3622465,-1.3051198,1.7946829,Maize is another word for this
104,5957,11,8.081379,1.7522138,6.23102,"Of the 6 noble gases on the periodic table, it is the lightest"
105,5957,15,-1.3970716,7.1914673,-4.2764716,11-year-old Ashlyn White won a 2009 U.S. youth title in this martial art in which you try to throw your opponent
106,5957,8,-6.4002323,-1.1494967,0.70240915,"In 1751 the Penn Provincial Assembly placed the order for this symbol of freedom, now in Philadelphia"
107,5957,1,11.99435,1.2416102,2.3265676,"Say the name of <a href=""http://www.j-archive.com/media/2010-07-06_DJ_29.jpg"" target=""_blank"">these</a> big trees; it has a color in it"
108,5957,2,-6.022388,2.695284,4.5431094,"In a surprise, Ted Kennedy's old Senate seat in this state went to a Republican in a January 2010 election"
109,5957,6,7.8031054,-1.589627,0.75638336,"This word for someone who walks comes from the Latin for ""foot"""
110,5957,11,6.7656317,-1.0652857,8.362706,Lava & igneous rock are formed from this hot liquid rock material found under the earth's crust
111,5957,15,-1.7630509,7.086628,-5.041741,This sport has an under-17 World Cup every 2 years; Haris Seferovic starred for the 2009 champion Switzerland
112,5957,15,-5.591252,7.607711,-2.3879576,He's the older son of Prince Charles and the late Princess Diana
113,5957,1,11.99435,1.2416102,2.3265676,"Say the name of <a href=""http://www.j-archive.com/media/2010-07-06_DJ_30.jpg"" target=""_blank"">this</a> man you see shaking hands with the Premier of China"
114,5957,12,-3.4522781,1.225425,-1.1788893,"Falcon Heene, who it turned out was safe at home, not flying over Colorado, became known as this ""boy"""
115,5957,6,8.377196,1.756993,2.1903288,"Kayak is an example of this, a word that reads the same forwards & backwards"
116,5957,8,-4.9213047,1.0700148,-6.2989273,"She was born in Virginia around 1596 & died in Kent, England in 1617"
117,3751,2,-7.127999,6.600227,-0.024896346,"Prime Minister Tony Blair dubbed her ""The People's Princess"""
118,3751,9,-1.6745687,5.7237325,3.3634582,"Once Tommy Mullaney on ""L.A. Law"", John Spencer now plays White House chief of staff Leo McGarry on this series"
119,3751,0,-6.757729,0.16932681,-4.6670055,The Cinderella Castle Mystery Tour is a highlight of this Asian city's Disneyland
120,3751,10,-3.3237274,-1.8028222,2.3705485,This punk rock hitmaker heard here has had numerous hits on both sides of the Atlantic
121,3751,5,0.7305478,-2.9166381,0.81204516,"""Conrad begins (and ends) Marlow's journey... on the Thames, on the yawl, Nellie"", says the foreword to this novel"
122,3751,17,1.3231357,2.0907652,-4.38319,We'll look smart in these vehicles that returned to London in 1999
123,3751,5,-4.3851857,9.049967,-0.7650398,"She was ""The Untamed Heifer"" & ""The Virgin Queen"""
124,3751,9,-1.3859727,5.594985,3.394139,"Barbra Streisand knows he played Lt. Col. Bill ""Raider"" Kelly on ""Pensacola: Wings of Gold"""
125,3751,0,-7.2663374,0.13591798,-3.5062816,"The home of silk merchant Jim Thompson, who disappeared in 1967, is a tourist attraction in this Thai city"
126,3751,17,-2.4044485,-4.483562,0.33915025,"Czar at 17, he was famous for extraordinary sadism & cruelty, even as a boy"
127,3751,18,0.63707334,0.3054056,0.106770486,"Part 2 ""is Lilliput in reverse, but...also offers some of"" his ""fiercest assaults upon the behavior of"" his countrymen"
128,3751,17,-1.3761364,3.1280804,5.8548627,Ed leaves pools of water on the carpet when he comes in from sailing this boat
129,3751,8,-2.4584017,-1.0474994,-9.966061,"Mark Antony called her ""The Queen of Queens"""
130,3751,9,-2.055381,6.99021,2.5522087,"(Hi, I'm Wallace Langham)  I played Don Kirshner in VH1's TV movie about this quartet who sang ""Daydream Believer"""
131,3751,18,1.4915133,3.3818498,2.5629337,We're not stringing you along: this capital of the Czech Republic is famous for its puppet theatres
132,3751,9,1.025894,1.2521553,4.030649,"Nudge, nudge, wink, wink!  This man seen here starred on a classic British comedy show"
133,3751,7,-0.15224023,-0.45528448,-0.63493425,"She said that her husband Frank O'Connor was the fuel that kept her spirited while she wrote ""The Fountainhead"""
134,3751,18,3.6009388,3.5519247,1.3421655,You'd be naive to think you can make bottled water that's more popular than this
135,3751,17,-1.6763412,-1.9159558,-3.4360516,"The 19th century's ""Widow of Windsor"""
136,3751,17,-2.7710922,0.19239932,1.2038399,"Teri Hatcher looked ""shipshape"" as one of the singing ""mermaids"" who jumped on board this cruisin' series in 1985"
137,3751,16,-8.875917,4.2791934,-0.9847646,Jomo Kenyatta International Airport serves this world capital
138,3751,7,0.29801247,-3.1484957,-7.0366316,His is the first & longest book of the Bible's major prophets
139,3751,7,1.0472286,-0.98356605,-0.9964534,"One edition calls this Darwin opus one of ""the most readable and approachable"" of revolutionary scientific works"
140,3751,5,0.11608135,-5.19266,1.7588629,"Aye, lass, I'll wed thee ere this has dried on the fields"
141,3751,8,-1.6339663,-2.062439,-3.7419071,"""The Catholic"" of 15th century Spain"
142,3751,9,-0.46991548,5.223796,1.94418,"On ""Saturday Night Live"", he's famous for playing Craig the Cheerleader, Janet Reno & moi"
143,3751,8,-3.4991372,-0.745072,-6.761525,"Andrea Palladio's 1554 book on ""The Antiquities of"" this city was the standard guidebook for some 200 years"
144,3751,12,0.3961352,0.71114796,-5.0785575,This auto exec's autobiography is one of the bestselling nonfiction works in publishing history
145,3751,18,3.5379837,3.6931376,1.8069632,"You know so much about policy, you qualify as this"
146,3751,8,-7.508124,-2.9855752,0.49414077,"After a 15-year stay in England, this proprietor of Pennsylvania returned to his colony in 1699"
147,3751,6,7.3790345,0.77949417,-0.050290745,"SFX is the standard abbreviation for these, from the rustling of trees to cannon fire"
148,3751,19,7.340873,-6.2559776,-1.7327051,Saint-Pierre & Miquelon
149,3751,12,-2.301916,5.1667733,-1.5282015,"Designer Vivienne Westwood ran a shop with Malcolm McLaren, who launched this Johnny Rotten band"
150,3751,12,4.436567,-7.6545777,-4.5465894,"Because he had the same thing for lunch every day for 20 years, Andy Warhol painted these, beginning in 1962"
151,3751,10,2.3295705,-0.7393394,-4.2993298,"Lerner & Loewe's ""Lusty Month"" (3)"
152,3751,12,-2.8877478,2.2792149,-4.648924,This young man put his savings into a small Cleveland refinery in 1862 & eventually had an oil monopoly
153,3751,4,7.224838,1.2659136,3.8457513,"Term for the flow of a film, maintained by keeping details consistent throughout a scene"
154,3751,19,7.3260574,-6.0920997,-1.8144159,Montserrat
155,3751,17,-4.9935384,4.763885,-1.4908402,Star designer John Galliano was born Juan Carlos Galliano in this British possession at the tip of Spain
156,3751,12,4.4488907,-7.6427774,-4.543297,"Warhol went against his Capitalist tendencies with his portrait of this man, seen here"
157,3751,10,3.674289,-1.036211,-4.0793185,"Patrick Dennis' ""Auntie"" (4)"
158,3751,2,-4.885003,6.614748,-0.9286012,First Lady Helen Taft led a fund-raising drive for a memorial to this 1912 marine disaster
159,3751,9,-1.948507,2.8606136,1.5201981,"Garland Jeffreys sang of having star-studded ""dreams"" of this size, like movie film"
160,3751,19,7.458703,-6.473888,-1.2977321,Cook Islands
161,3751,18,1.3235856,3.9351509,-1.8671268,"Katharine Hamnett created the '80s T-shirt telling us to ""choose"" this"
162,3751,12,-1.542431,1.3020179,-2.0033162,"Andy's ""15 minutes of fame"" quote was once the motto of this magazine"
163,3751,10,4.40624,0.65392727,-3.8699834,"It ""Becomes Electra"" (8)"
164,3751,0,-5.726779,1.0010557,-2.4872007,This Chiricahua Apache was a popular attraction at the 1904 World's Fair in St. Louis
165,3751,11,0.28015828,-7.386283,-0.81879073,The inventors of this camera-stabilizing device won a special 1977 Oscar
166,3751,19,7.42431,-6.410191,-1.3881507,Madeira Islands
167,3751,12,-0.05519339,4.3588505,-0.31622282,Andy's loft on East 47th Street got this nickname from its former use & Andy's mass-production techniques
168,3751,19,4.49601,-1.0147718,-3.480302,Colchian jilted by Jason (5)
169,3751,2,-7.0184565,-1.5441394,2.343801,"In 1801 this onetime VP compiled ""A Manual of Parliamentary Practice"" still used in the U.S. Senate"
170,3751,7,-0.98515546,-2.316658,1.0596021,"Near the end of the credits comes the ""cutter"" of this, the exposed but unfinished film"
171,3751,19,7.4735975,-6.4923663,-1.2665784,Northern Mariana Islands
172,3751,10,-4.5041375,-2.457945,2.732199,Warhol became the manager of this Lou Reed rock group in 1965 & produced their first album
173,3751,7,3.332307,-1.9414088,-3.217396,Faust's fiendish foe (14)
174,3751,15,0.97325736,6.36403,-5.181353,"If Joe DiMaggio's hitting streak had gone one more game in 1941, this company would have given him a $10,000 contract"
175,3673,13,4.3742094,-0.0060705743,7.303831,"This white, glossy coating on your teeth is the hardest substance in the human body"
176,3673,12,-5.9986153,-0.60820186,1.3700529,"This bovine took the rap for the disastrous fire of October 8, 1871"
177,3673,17,0.7592841,-4.7883205,-4.700561,It's the kingdom whose flag is seen here (Union Jack)
178,3673,9,-3.4236214,3.51992,1.864405,Minoru Yamasaki reached new heights with this New York City complex
179,3673,9,-1.9279668,4.990331,2.6988184,Quentin Tarantino directed this film & also had a bit role as Jimmy of Toluca Lake
180,3673,19,4.768962,-1.2233837,2.9219933,"A student, or a minor in Roman law"
181,3673,11,7.3507504,1.2897972,6.558224,The time it takes for 50% of the atoms to decay in a radioactive substance is called this
182,3673,14,-9.824845,-0.47417477,-5.7145705,"At 14,140 feet, this Rocky Mountain peak discovered in 1806 is one of Colorado's highest"
183,3673,17,0.80423206,-4.7901077,-4.7793136,Seen here is the flag of this nation (the home of Bollywood)
184,3673,8,-8.154674,1.2036752,-1.5308551,"William Pereira erected his Transamerica ""Pyramid"" in this city"
185,3673,9,-2.357284,5.516967,4.009638,"As mad bomber Howard Payne in this film, Dennis Hopper planted a bomb on an L.A. area transit bus"
186,3673,4,3.54722,-2.3119588,1.8033525,A blow with a whip
187,3673,11,7.26452,-1.0257998,6.642598,"While compounds of this element are added to table salt, in its pure form it's quite poisonous"
188,3673,5,-1.8965563,-3.9638965,-7.3528986,"While one creation slept, God took this to make Eve"
189,3673,17,0.79970425,-4.7184405,-4.756421,Andy Garcia is a native of this country whose flag is seen here
190,3673,2,-6.5003304,3.0531266,-3.1429784,"Charles Bulfinch, who contributed to the Capitol in Washington, D.C., designed this city's state house on Beacon Hill"
191,3673,9,-0.3470001,4.4087005,3.5121906,"Jean Vander Pyl, who played Wilma in the original cartoon series, played Mrs. Feldspar in this movie adaptation"
192,3673,4,4.7046595,-2.338761,4.6092834,A hollow area that holds a light bulb
193,3673,11,6.558731,5.3618956,-1.3267092,"The ""super"" class of these stars, the largest known, includes Antares & Betelgeuse"
194,3673,14,-10.217283,-0.8598446,-1.1934015,You'll find this triangular island about 4 miles off the southeast coast of Massachusetts
195,3673,17,-7.115298,-0.112804435,-2.1301467,"In the 1990s, this nation whose flag is seen here moved its seat of government to a different city"
196,3673,0,-6.443441,3.0620813,-3.0901558,Dallas-Fort Worth Airport architect Gyo Obata helped design this Smithsonian museum
197,3673,9,-2.9460487,3.006803,3.5053666,"Containing the hit ""Can You Feel The Love Tonight"", it was Disney's first animated feature not based on an existing story"
198,3673,18,9.168078,3.767756,0.7250579,Flower seen here (that fits the category)
199,3673,11,6.869555,1.561398,8.02029,"On the pH scale, a pH of 7 indicates this type of solution"
200,3673,5,-1.8843956,-4.049155,-7.4903183,"In Exodus, this was thrown down before Pharaoh at Moses' instruction"
201,3673,17,0.7660675,-4.621863,-4.6584945,"This Mediterranean country whose flag is seen here is ""The Word"""
202,3673,12,-5.2510605,5.055934,-3.2611647,Louis Skidmore designed the secret atomic site that became this Tennessee town
203,3673,9,-3.0634682,4.9390435,3.3656301,"In this film Martin Scorsese says the TV audience wants ""To  watch the money"""
204,3673,18,2.261309,3.817139,3.2512393,People say these are what you need to make it in Hollywood
205,3673,0,-4.1185293,-6.374471,-0.3614986,"4 different species of bears live in Alaska:  Kodiak, grizzly, black & this"
206,3673,12,-0.26708457,4.7317386,-5.401549,Nike's stock fell when this basketball player announced his retirement in January 1999
207,3673,7,-0.39572746,-4.4386744,-1.0209775,"In Euripides' play about this famed beauty, it's her double who goes to Troy"
208,3673,9,-3.2782423,3.5596259,2.0285304,In 1996 John Travolta spread his wings as this archangel
209,3673,2,-8.092191,1.9005392,-0.68715584,"Porfirio Diaz seized power in this country in 1876, ruled for 35 years, fled in 1911 & died in exile"
210,3673,6,8.304359,-0.02714971,1.5575192,"This term for a fluid can also mean ""to sign"" as a contract"
211,3673,18,-0.6114423,6.1700554,-7.401723,"Tony Knowles is pulling in $81,648 per annum in this job"
212,3673,15,-1.9671981,7.285172,-5.455592,Ronaldo Luiz Nazario de Lima began playing this sport for Brazil's national team at age 17
213,3673,9,-0.5199704,-4.5563354,-1.1891079,"In a Shaw play, Caesar finds her hiding on a Sphinx"
214,3673,5,-0.3965378,-3.6522036,0.42735612,"In Book III of ""Paradise Lost"", the angels play these, which are ""golden"" & ""ever-tuned"""
215,3673,8,-2.973527,1.569317,-5.85156,In 1462 this printer known for movable type had to move out of Mainz
216,3673,17,9.801798,3.19126,-1.4956615,Style of the 1877 painting seen here
217,3673,16,-8.708011,3.5718284,-3.8966467,This second-largest Alaskan city wasn't named for an actor
218,3673,17,1.449797,3.688162,-5.452012,Vladimir Samsonov is touted as Europe's only hope against China in this game
219,3673,7,-1.485446,1.6240648,1.8102193,"A 1952 play covered the young life of this queen, like a 1998 Cate Blanchett film"
220,3673,10,-2.6383362,-2.1921766,3.051993,"ABBA sang about these & Curtis Lee sang about ""Pretty Little"" these"
221,3673,8,-5.258796,-0.01583371,-8.908272,"Exiled for manslaughter, Eric the Red was forced to leave this country around 981"
222,3673,6,7.267147,-0.9425424,0.35085464,"Arabic for ""son of"", it comes before names like Saud"
223,3673,17,1.5331053,-6.714586,-5.0827284,One of the 3 mottos that have been featured on regular Alaskan license plates
224,3673,18,-0.5505082,6.2351227,-7.3990307,"The Times of London estimates this chess player is taking home $20 mil. a year; that's some check, mate!"
225,3673,17,-2.4711423,2.6345987,3.9746943,In 1935 & '36 Helen Hayes reigned for 517 Broadway performances as this queen who reigned for 63 years
226,3673,12,-3.1534522,-1.687843,-4.7130437,"Group whose feast day is October 2, or a group founded in 1979 by Curtis Sliwa"
227,3673,2,-8.969596,4.384127,1.9061697,David Ben-Gurion went to the U.S. in 1915 when this empire exiled Zionists from Palestine
228,3673,6,7.539506,-1.2246394,0.8758812,"From the Latin for ""to overhang"", it means ""likely to happen at any moment"""
229,3673,14,-8.860886,-2.2532668,-3.152087,The mainland peninsula closest to Russia is named for this man
230,3673,15,-1.944921,7.0435214,-5.165361,New Zealand-born Jonah Lamu is tops on the pitch of this sport
231,3673,7,-0.123751715,-4.107383,-0.80700916,"The queen in Marlowe's ""Edward II"" is named this, like a famous queen of Spain"
232,3673,7,-0.31503275,3.494764,0.30048525,"With an appropriate-sounding name, John Dye plays the angel of this on ""Touched By An Angel"""
233,3673,2,-9.073772,4.329088,-0.29856715,Moshoeshoe II was exiled twice before regaining this southern African country's throne in 1995
234,3673,11,6.488467,4.687758,-0.45082578,"Some scientists believe that the universe is undergoing expansion called this, also an economic term"
235,3673,16,-10.703893,2.8210068,-2.500473,"Bordering Italy, Austria, Hungary & Croatia, it's one of the world's newest independent countries"
